(23683904924352435228030782892914139965176275438253697, 34432)
(23689407690366457633985251011616025220744392602621321, 34440)
(23725175669457603272689293783178279381937154171010877, 34492)
(23730678435471625678643761901880164637505271335378501, 34500)
(23788457478618860941165677148249959820970501561238553, 34584)
(23972800140088611540640359124763115882502426567553957, 34852)
(24003065353165734773389933777623484788127070971575889, 34896)
(24069098545334003644843551202046107854944476943987377, 34992)
(24195662163656518981796317932189468733011171724442729, 35176)
(24324977164986045521726318721683772238861925087081893, 35364)
(24459794932329594467610787629879961000280795614088681, 35560)
(24770701212121860404038236336536477939879415400859437, 36012)
(24985309086668734236262492965910002907035984811196773, 36324)
(25161397599117451226805472764370331085215734070960741, 36580)
(25334734728559157014371218503479716635611424748540897, 36832)
(25505320474993851598959730183238159558223056843937241, 37080)
(25521828773035918816823134539343815324927408337040113, 37104)
(25532834305063963628732070776747585836063642665775361, 37120)
(25563099518141086861481645429607954741688287069797293, 37164)
(26149144098634473095632500071358734459692765074949249, 38016)
(26305972930034111665334841454362464243384104259426533, 38244)
(26316978462062156477243777691766234754520338588161781, 38260)
(26850746765422329854827185205849104544627703531821309, 39036)
(27068106022976214890028675894573572139568331524342457, 39352)
(27158901662207584588277399853154678856442264736408253, 39484)
(27307476344586189549048039058105580756781428174334101, 39700)
(27365255387733424811569954304475375940246658400194153, 39784)
(27926537521163710218925702412067672008194609165691801, 40600)
(28075112203542315179696341617018573908533772603617649, 40816)
(28154902310745640066036129338195910114271471486948197, 40932)
(28190670289836785704740172109758164275464233055337753, 40984)
(28319985291166312244670172899252467781314986417976917, 41172)
(28485068271586984423304216460309025448358501349005637, 41412)
(28641897102986622993006557843312755232049840533482921, 41640)
(28666659550049723819801664377471238882106367773137229, 41676)
(29194925087395874791430603772852223416645615552429133, 42444)
(29269212428585177271815923375327674366815197271392057, 42552)
(29318737322711378925406136443644641666928251750700673, 42624)
(29470063388096995089154009707946486195051473770810333, 42844)
(29756207220826160198786351880444519484593566317926781, 43260)
(29849754243064541100012309898376568829251558112176389, 43396)
(29874516690127641926807416432535052479308085351830697, 43432)
(29965312329359011625056140391116159196182018563896493, 43564)
(30278969992158288764460823157123618763564696932851061, 44020)
(30303732439221389591255929691282102413621224172505369, 44056)
(30309235205235411997210397809983987669189341336872993, 44064)
(30444052972578960943094866718180176430608211863879781, 44260)
(30754959252371226879522315424836693370206831650650537, 44712)
(30837500742581562968839337205364972203728589116164897, 44832)
(31415291174053915594058489669062924038380891374765417, 45672)
(31506086813285285292307213627644030755254824586831213, 45804)
(31555611707411486945897426695960998055367879066139829, 45876)
(31836252774126629649575300749757146089341854448888653, 46284)
(31877523519231797694233811640021285506102733181645833, 46344)
(31987578839512245813323174014058990617465076468998313, 46504)
(32447059801683116710521261925666409457402859693694917, 47172)
(32480076397767251146248070637877720990811562679900661, 47220)
(32565369270984598438542326477756942452117378727598833, 47344)
(32901037997839965201764881718571943041772525754023897, 47832)
(32909292146860998810696583896624770925124701500575333, 47844)
(32986330871057312494059137558451164503078341801722069, 47956)
(33231203958681309559032968840685058375859555616081337, 48312)
